ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ExpenditureTypeKey,ExpenditureType,ExpenditureTypeEng,Year,FarmPlantAnimalOwningLand,FarmPlantAnimalRentingLand,FarmFishingForestryHuntingAgri,EntrepreneurNonAgricultureBusiness,ProfessionalTechnicianManager,EmployeeLabourInAgriForestyFishery,EmployeeLabourInLogisticTransportation,EmployeeLabourInClericalSaleServices,EmployeeLabourInProductionConstruction,EconomicInactive,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,18,การศึกษา,Education,2558,623,297,0,846,1320,0,44,402,208,872,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,814,515,0,440,601,52,231,357,260,1467
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,2,0,0,24,77,0,0,20,5,10,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,4007,2218,0,3965,7415,269,4342,4050,4318,3095,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2559,9524,6872,10952,15042,22752,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2559,189,151,202,285,508,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2559,121,73,147,223,330,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2559,5673,4470,6355,8246,7563,0,0,0,0,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2559,648,407,760,1235,905,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2559,1038,728,1195,1692,3122,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2559,345,223,323,878,132,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,17,การเดินทาง และการสื่อสาร,Transport and communication,2559,7936,4874,10028,13173,19996,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,18,การศึกษา,Education,2559,1099,745,1160,2218,2511,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2559,568,374,580,1249,1211,0,0,0,0,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2559,40,10,40,144,198,0,0,0,0,0,
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2559,4090,3401,4378,5553,12686,0,0,0,0,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,7896,7385,0,6764,8002,3852,6353,7319,7692,5468,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,0,0,0,53,241,0,714,419,293,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,0,0,0,0,0,0,0,0,0,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,3643,6291,0,3596,5086,1233,3108,3825,3564,3769
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,1045,291,0,331,2082,539,1680,660,721,264,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,813,676,0,690,1378,343,355,624,854,572,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,11,38,0,283,179,0,99,150,81,48,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,10521,4606,0,2970,8173,228,5429,3815,5333,2555,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,18,การศึกษา,Education,2556,638,810,0,260,327,41,2,274,200,426,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,229,500,0,263,546,0,203,207,279,329
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,0,0,0,0,0,0,0,0,61,26,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1628,1486,0,1165,5070,193,1391,1630,2616,650,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5452,8864,10442,6799,8065,7341,7475,7023,7334,4482,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,0,0,39,112,52,82,0,64,90,30,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,0,79,59,16,57,129,0,64,51,12,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2912,4012,4858,4651,5147,5315,3044,5003,4316,3391
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,0,668,180,499,2097,1586,168,467,753,225,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,309,1059,358,913,2079,1277,812,805,1226,460,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,20,461,61,120,943,437,98,68,208,264,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,867,7020,1393,3878,8512,8033,2101,4991,6746,1616,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,18,การศึกษา,Education,2558,0,612,0,274,825,1687,80,218,242,229,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,200,185,315,137,577,125,202,186,164,179
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,0,0,0,0,0,0,0,0,1,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,590,1577,503,2646,8804,4172,1387,2209,3861,812,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2559,7802,5568,9087,11556,18452,0,0,0,0,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2559,258,193,239,513,426,0,0,0,0,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2559,95,65,100,155,315,0,0,0,0,0,
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2559,4112,3239,4721,5696,5964,0,0,0,0,0
